"order" "species" "adult_body_mass_g" "adult_head_body_len_mm" "home_range_km2" "litter_size"
"Chiroptera" "Harpiocephalus harpia" 13.65 NA NA NA
"Chiroptera" "Harpiocephalus mordax" NA NA NA NA
"Chiroptera" "Harpyionycteris celebensis" 116.77 144.16 NA 0.98
"Chiroptera" "Harpyionycteris whiteheadi" 135.48 152.15 NA 1
"Rodentia" "Heimyscus fumosus" 17.2 NA NA NA
"Carnivora" "Helarctos malayanus" 57075.78 1220.79 NA 1.1
"Rodentia" "Heliophobius argenteocinereus" 159.46 154.53 0.000134237 2.46
"Carnivora" "Herpestes fuscus" NA NA NA NA
"Carnivora" "Herpestes ichneumon" 2980.02 573.28 2.18 3
"Carnivora" "Herpestes javanicus" 750 280.02 0.22 2.21
"Carnivora" "Herpestes naso" 3002.08 552.74 0.4 NA
"Carnivora" "Herpestes semitorquatus" NA NA NA NA
"Carnivora" "Herpestes smithii" 1702.5 406.27 NA 2.5
"Carnivora" "Herpestes urva" 2384.19 506.24 NA 3
"Carnivora" "Felis silvestris" 4573.08 498.51 1.29 3.59
"Rodentia" "Felovia vae" 205 NA NA 1
"Cetacea" "Feresa attenuata" 170000 NA NA 1
"Soricomorpha" "Feroculus feroculus" 35.99 NA NA NA
"Carnivora" "Fossa fossana" 1853.98 456.88 0.75 1
"Rodentia" "Funambulus layardi" NA NA NA 2.43
"Rodentia" "Funambulus palmarum" 136.4 NA NA 2.62
"Rodentia" "Funambulus pennantii" 102.49 NA 0.001374507 2.95
"Rodentia" "Funambulus sublineatus" 70.93 NA NA 2
"Rodentia" "Funambulus tristriatus" 134.62 NA NA 2.64
"Rodentia" "Funisciurus anerythrus" 223.54 184.2 NA 1.32
"Rodentia" "Funisciurus bayonii" 134.99 NA NA NA
"Rodentia" "Funisciurus carruthersi" 276.85 228.31 NA NA
"Rodentia" "Funisciurus congicus" 112 146.46 0.003290498 2.44
"Rodentia" "Funisciurus isabella" 109.31 156.98 NA 0.98
"Rodentia" "Funisciurus lemniscatus" 140.99 167.4 NA 1.8
"Rodentia" "Funisciurus leucogenys" 250 NA NA 0.97
"Rodentia" "Funisciurus pyrropus" 243.18 204.81 NA 1.26
"Rodentia" "Funisciurus substriatus" 185.73 183.7 NA NA
"Chiroptera" "Furipterus horrens" 3.15 NA NA 1
"Primates" "Galago alleni" 266.03 200 0.18 1.29
"Primates" "Galago cameronensis" NA NA NA NA
"Primates" "Galago demidoff" 66.04 120 0.01 1.29
"Primates" "Galago gabonensis" NA NA NA NA
"Primates" "Galago gallarum" 250 NA NA NA
"Primates" "Galago granti" NA NA NA NA
"Primates" "Galago matschiei" 211.61 160 NA 0.99
"Primates" "Galago moholi" 191.96 NA 0.04 1.6
"Primates" "Galago nyasae" NA NA NA NA
"Primates" "Galago orinus" NA NA NA NA
"Primates" "Galago rondoensis" NA NA NA NA
"Primates" "Galago senegalensis" 215.2 160 0.08 1.5
"Rodentia" "Gerbillus henleyi" 8 NA NA 4
"Rodentia" "Gerbillus hesperinus" NA NA NA NA
"Rodentia" "Gerbillus hoogstraali" NA NA NA NA
"Rodentia" "Gerbillus latastei" NA NA NA 4.86
"Rodentia" "Gerbillus mauritaniae" NA NA NA NA
"Rodentia" "Gerbillus mesopotamiae" NA NA NA NA
"Rodentia" "Gerbillus muriculus" NA NA NA NA
"Rodentia" "Gerbillus nancillus" NA NA NA NA
"Rodentia" "Gerbillus nanus" 25.5 63.77 NA 3.16
"Rodentia" "Gerbillus nigeriae" 29.7 NA NA NA
"Rodentia" "Gerbillus occiduus" NA NA NA NA
"Rodentia" "Gerbillus perpallidus" 52.22 NA NA 4.65
"Rodentia" "Gerbillus poecilops" NA NA NA NA
"Rodentia" "Gerbillus principulus" NA NA NA NA
"Rodentia" "Gerbillus pulvinatus" NA NA NA NA
"Rodentia" "Gerbillus pusillus" 12.55 NA NA NA
"Rodentia" "Gerbillus pyramidum" 42.8 101.71 NA 3.3
"Rodentia" "Gerbillus rosalinda" NA NA NA NA
"Rodentia" "Gerbillus syrticus" NA NA NA NA
"Rodentia" "Gerbillus tarabuli" NA NA NA NA
"Rodentia" "Gerbillus vivax" NA NA NA NA
"Rodentia" "Gerbillus watersi" NA NA NA NA
"Artiodactyla" "Giraffa camelopardalis" 964654.73 4177.03 81.52 1.29
"Rodentia" "Glaucomys sabrinus" 137.53 160.82 0.05 3
"Rodentia" "Glaucomys volans" 71.9 127.98 0.005345752 3.13
"Chiroptera" "Glauconycteris alboguttata" NA NA NA NA
"Chiroptera" "Glauconycteris argentata" 9.3 NA NA NA
"Chiroptera" "Glauconycteris beatrix" 7.5 NA NA NA
"Chiroptera" "Glauconycteris curryae" NA NA NA NA
"Chiroptera" "Glauconycteris egeria" NA NA NA NA
"Chiroptera" "Glauconycteris gleni" 10.81 NA NA NA
"Chiroptera" "Glauconycteris humeralis" 5.49 NA NA NA
"Chiroptera" "Glauconycteris kenyacola" 7.17 NA NA NA
"Chiroptera" "Glauconycteris machadoi" NA NA NA NA
"Chiroptera" "Glauconycteris poensis" 6.91 NA NA NA
"Chiroptera" "Glauconycteris superba" NA NA NA NA
"Chiroptera" "Glauconycteris variegata" 11.25 NA NA 1.12
"Didelphimorphia" "Glironia venusta" 114 176.13 NA NA
"Rodentia" "Glirulus japonicus" NA 72.5 NA 4
"Rodentia" "Glis glis" 128.09 167.08 0.001479636 5.17
"Chiroptera" "Glischropus javanus" NA NA NA NA
"Chiroptera" "Glischropus tylopus" 4.59 NA NA 1
"Cetacea" "Globicephala macrorhynchus" 725999.99 6099.99 NA 0.97
"Cetacea" "Globicephala melas" 8e+05 5685.75 NA 1
"Chiroptera" "Glossophaga commissarisi" 9.15 NA NA 0.98
"Chiroptera" "Glossophaga leachii" 10.24 NA NA 0.98
"Chiroptera" "Glossophaga longirostris" 13.32 NA NA 0.98
"Chiroptera" "Glossophaga morenoi" 8.54 NA NA 1
"Chiroptera" "Glossophaga soricina" 9.97 48.99 NA 1
"Chiroptera" "Glyphonycteris behnii" NA NA NA NA
"Chiroptera" "Glyphonycteris daviesi" 18.61 NA NA 0.98
"Chiroptera" "Glyphonycteris sylvestris" 8.91 NA NA NA
"Rodentia" "Glyphotes simus" NA 120 NA NA
"Rodentia" "Golunda ellioti" 60.73 NA NA 4.83
"Primates" "Gorilla beringei" 149325.19 NA NA NA
"Primates" "Gorilla gorilla" 112588.99 1594.44 4.03 1.05
"Didelphimorphia" "Gracilinanus aceramarcae" 20.5 83 NA NA
"Didelphimorphia" "Gracilinanus agilis" 22.03 95.33 NA 12
"Didelphimorphia" "Gracilinanus agricolai" NA NA NA NA
"Didelphimorphia" "Gracilinanus dryas" 18.53 95 NA NA
"Didelphimorphia" "Gracilinanus emiliae" 7.59 74.52 NA NA
"Didelphimorphia" "Gracilinanus formosus" NA 89.99 NA NA
"Didelphimorphia" "Gracilinanus ignitus" NA NA NA NA
"Didelphimorphia" "Gracilinanus marica" 23.8 99.15 NA 5.99
"Rodentia" "Grammomys gigas" NA NA NA NA
"Rodentia" "Grammomys ibeanus" 41.19 NA NA NA
"Rodentia" "Grammomys kuru" NA NA NA NA
"Rodentia" "Grammomys macmillani" 37.01 NA NA NA
"Rodentia" "Grammomys minnae" 35.99 NA NA NA
"Rodentia" "Grammomys poensis" 50.03 111.65 0.001024808 1.97
"Cetacea" "Grampus griseus" 387500 NA NA 0.97
"Rodentia" "Graomys centralis" NA NA NA NA
"Rodentia" "Graomys domorum" 102 NA NA NA
"Rodentia" "Graomys edithae" 40.4 NA NA NA
"Rodentia" "Graomys griseoflavus" 68.32 NA NA 6.97
"Rodentia" "Graphiurus angolensis" NA NA NA NA
"Rodentia" "Graphiurus christyi" NA NA NA 4.99
"Rodentia" "Graphiurus crassicaudatus" NA NA NA 3.16
"Rodentia" "Graphiurus johnstoni" NA NA NA NA
"Rodentia" "Graphiurus kelleni" 10.5 NA NA 4.41
"Rodentia" "Graphiurus lorraineus" NA NA NA 4.99
"Rodentia" "Graphiurus microtis" NA NA NA NA
"Rodentia" "Graphiurus monardi" NA NA NA NA
"Rodentia" "Graphiurus murinus" 20.07 75.63 NA 3
"Rodentia" "Graphiurus nagtglasii" 30 NA NA 3.11
"Didelphimorphia" "Gracilinanus microtarsus" 29.3 91.69 NA NA
"Rodentia" "Grammomys aridulus" NA NA NA NA
"Rodentia" "Grammomys buntingi" NA NA NA NA
"Rodentia" "Grammomys caniceps" NA NA NA NA
"Rodentia" "Grammomys cometes" 45 116.81 NA 2.9
"Rodentia" "Grammomys dolichurus" 41.85 110.27 NA 3.11
"Rodentia" "Isthmomys flavidus" NA NA NA NA
"Rodentia" "Isthmomys pirrensis" 137.71 NA NA 2.43
"Rodentia" "Jaculus blanfordi" NA NA NA 3.88
"Rodentia" "Jaculus jaculus" 59.8 102.18 NA 3.24
"Rodentia" "Jaculus orientalis" 138.26 NA NA 2.41
"Rodentia" "Juliomys pictipes" 22.9 NA NA NA
"Rodentia" "Juliomys rimofrons" NA NA NA NA
"Rodentia" "Juscelinomys candango" 97.29 NA NA NA
"Rodentia" "Juscelinomys guaporensis" NA NA NA NA
"Rodentia" "Juscelinomys huanchacae" NA NA NA NA
"Rodentia" "Kadarsanomys sodyi" NA NA NA 4
"Rodentia" "Kannabateomys amblyonyx" 599.99 NA NA 1
"Chiroptera" "Kerivoula africana" NA NA NA NA
"Chiroptera" "Kerivoula agnella" NA NA NA NA
"Chiroptera" "Kerivoula argentata" 10.11 NA NA NA
"Chiroptera" "Kerivoula cuprosa" NA NA NA 0.98
"Rodentia" "Grammomys dryas" NA NA NA NA
"Rodentia" "Heliosciurus gambianus" 248.36 196.1 NA 2.91
"Rodentia" "Heliosciurus mutabilis" 390 NA NA NA
"Rodentia" "Heliosciurus punctatus" 173.85 190.09 NA NA
"Rodentia" "Heliosciurus rufobrachium" 332.88 237.29 NA 2
"Rodentia" "Heliosciurus ruwenzorii" 291 225.32 NA 2.91
"Rodentia" "Heliosciurus undulatus" 347.33 NA NA NA
"Carnivora" "Helogale hirtula" 484.63 229.75 NA NA
"Carnivora" "Helogale parvula" 281.83 201.59 0.21 3.49
"Diprotodontia" "Hemibelideus lemuroides" 993.59 NA NA 1
"Afrosoricida" "Hemicentetes nigriceps" 102.99 NA NA 2.84
"Afrosoricida" "Hemicentetes semispinosus" 134 175 NA 5.32
"Erinaceomorpha" "Hemiechinus auritus" 322.04 210 0.03 3.74
"Erinaceomorpha" "Hemiechinus collaris" NA 163.63 NA 3.87
"Carnivora" "Hemigalus derbyanus" 1262.7 458.63 NA 1.73
"Artiodactyla" "Hemitragus hylocrius" 74186.41 1385 NA 1.41
"Artiodactyla" "Hemitragus jayakari" 22210.18 1075 NA 1
"Artiodactyla" "Hemitragus jemlahicus" 68616.43 NA NA 1.01
"Carnivora" "Herpestes brachyurus" 1396.16 414.47 NA 3.49
"Carnivora" "Herpestes edwardsi" 1304.67 398.22 NA 2
"Rodentia" "Heteropsomys antillensis" NA NA NA NA
"Rodentia" "Heteropsomys insulans" NA NA NA NA
"Artiodactyla" "Hexaprotodon liberiensis" 235001.16 1600 0.72 1
"Rodentia" "Hexolobodon phenax" NA NA NA NA
"Artiodactyla" "Hippocamelus antisensis" 68599.35 1550 NA 1
"Artiodactyla" "Hippocamelus bisulcus" 69240.81 1550 0.86 1
"Artiodactyla" "Hippopotamus amphibius" 1536310.4 NA NA 1
"Chiroptera" "Hipposideros abae" NA NA NA 1.5
"Chiroptera" "Hipposideros armiger" 49.99 NA NA NA
"Chiroptera" "Hipposideros ater" 5.86 NA NA 0.99
"Chiroptera" "Hipposideros beatus" 6.7 NA NA NA
"Chiroptera" "Hipposideros bicolor" 8.39 NA NA 0.99
"Chiroptera" "Hipposideros breviceps" NA NA NA NA
"Chiroptera" "Hipposideros caffer" 9.46 54.99 NA 0.99
"Chiroptera" "Hipposideros calcaratus" NA NA NA NA
"Chiroptera" "Hipposideros camerunensis" NA NA NA NA
"Chiroptera" "Hipposideros cervinus" 8.51 NA NA NA
"Chiroptera" "Hipposideros cineraceus" 3.84 NA NA 0.98
"Chiroptera" "Hipposideros commersoni" 89.99 127.5 NA 0.99
"Chiroptera" "Hipposideros coronatus" NA NA NA NA
"Chiroptera" "Hipposideros corynophyllus" 15.07 NA NA NA
"Chiroptera" "Hipposideros coxi" NA NA NA NA
"Chiroptera" "Hipposideros crumeniferus" NA NA NA NA
"Chiroptera" "Hipposideros curtus" NA NA NA NA
"Chiroptera" "Hipposideros cyclops" 32.92 75.99 NA 1
"Chiroptera" "Hipposideros demissus" NA NA NA NA
"Chiroptera" "Hipposideros diadema" 46.9 NA NA 1
"Chiroptera" "Hipposideros dinops" NA NA NA NA
"Chiroptera" "Hipposideros doriae" 4.24 NA NA NA
"Chiroptera" "Hipposideros durgadasi" NA NA NA NA
"Chiroptera" "Hipposideros dyacorum" NA NA NA NA
"Chiroptera" "Hipposideros edwardshilli" NA NA NA NA
"Chiroptera" "Hipposideros fuliginosus" NA NA NA NA
"Chiroptera" "Hipposideros fulvus" 8.83 NA NA 1
"Chiroptera" "Hipposideros galeritus" 10.17 NA NA 0.99
"Chiroptera" "Hipposideros gigas" 115.42 NA NA 1
"Chiroptera" "Hipposideros grandis" NA NA NA NA
"Chiroptera" "Hipposideros halophyllus" 4 NA NA NA
"Chiroptera" "Hipposideros hypophyllus" NA NA NA NA
"Chiroptera" "Hipposideros inexpectatus" NA NA NA NA
"Chiroptera" "Hipposideros inornatus" 25.9 NA NA NA
"Chiroptera" "Hipposideros jonesi" 5.49 NA NA NA
"Chiroptera" "Hipposideros lamottei" NA NA NA NA
"Chiroptera" "Hipposideros lankadiva" 44.76 NA NA 0.99
"Chiroptera" "Hipposideros larvatus" 19.95 NA NA 0.98
"Chiroptera" "Hipposideros lekaguli" 31.08 NA NA NA
"Chiroptera" "Hipposideros lylei" 40 NA NA NA
"Chiroptera" "Hipposideros macrobullatus" NA NA NA NA
"Chiroptera" "Hipposideros madurae" NA NA NA NA
"Chiroptera" "Hipposideros maggietaylorae" 16.1 NA NA NA
"Chiroptera" "Hipposideros marisae" NA NA NA NA
"Chiroptera" "Hipposideros megalotis" NA NA NA NA
"Chiroptera" "Hipposideros muscinus" NA NA NA NA
"Chiroptera" "Hipposideros nequam" NA NA NA NA
"Chiroptera" "Hipposideros obscurus" 9.6 NA NA NA
"Chiroptera" "Hipposideros orbiculus" NA NA NA NA
"Chiroptera" "Hipposideros papua" NA NA NA NA
"Chiroptera" "Hipposideros pelingensis" NA NA NA NA
"Chiroptera" "Hipposideros pomona" 6.2 NA NA NA
"Chiroptera" "Hipposideros pratti" NA NA NA NA
"Chiroptera" "Hipposideros pygmaeus" 3.53 NA NA NA
"Chiroptera" "Hipposideros ridleyi" 9.59 NA NA 0.98
"Chiroptera" "Hipposideros rotalis" NA NA NA NA
"Chiroptera" "Hipposideros ruber" 10.61 NA NA 1
"Chiroptera" "Hipposideros scutinares" NA NA NA NA
"Chiroptera" "Hipposideros semoni" 14 NA NA NA
"Chiroptera" "Hipposideros sorenseni" NA NA NA NA
"Chiroptera" "Hipposideros speoris" 10.39 NA NA 0.99
"Chiroptera" "Hipposideros stenotis" 12 NA NA NA
"Chiroptera" "Hipposideros sumbae" NA NA NA NA
"Chiroptera" "Hipposideros thomensis" NA NA NA NA
"Chiroptera" "Hipposideros turpis" 33.31 NA NA 1
"Chiroptera" "Hipposideros vittatus" NA NA NA NA
"Chiroptera" "Hipposideros wollastoni" 6.93 NA NA NA
"Artiodactyla" "Hippotragus equinus" 264173.96 1150 NA 0.98
"Artiodactyla" "Hippotragus leucophaeus" 149999.99 NA NA NA
"Artiodactyla" "Hippotragus niger" 236405.9 2035 NA 1
"Chiroptera" "Histiotus alienus" NA NA NA NA
"Chiroptera" "Histiotus humboldti" NA NA NA NA
"Chiroptera" "Histiotus laephotis" NA NA NA NA
"Chiroptera" "Histiotus macrotus" 11 NA NA 0.98
"Chiroptera" "Histiotus magellanicus" NA NA NA NA
"Chiroptera" "Histiotus montanus" NA NA NA NA
"Chiroptera" "Histiotus velatus" 11.32 NA NA NA
"Carnivora" "Histriophoca fasciata" 90000 1533.92 NA 1
"Rodentia" "Hodomys alleni" 367.59 223.16 NA 1.39
"Rodentia" "Holochilus brasiliensis" 155 NA NA 3.88
"Rodentia" "Holochilus chacarius" 204 NA NA NA
"Rodentia" "Holochilus sciureus" 120.42 NA NA 3.12
"Primates" "Homo sapiens" 58540.63 NA NA 1
"Rodentia" "Hoplomys gymnurus" 281.42 NA NA 2.1
"Carnivora" "Hyaena brunnea" 42977.93 1198.21 67.3 2.3
"Carnivora" "Hyaena hyaena" 35070.51 1104.7 45.19 2.44
"Rodentia" "Hybomys badius" NA NA NA NA
"Rodentia" "Hybomys basilii" NA NA NA NA
"Rodentia" "Hybomys lunaris" NA NA NA NA
"Rodentia" "Hybomys planifrons" 49.6 NA NA NA
"Rodentia" "Hybomys trivirgatus" 60.08 121.72 NA 2.72
"Rodentia" "Hybomys univittatus" 54.46 NA 0.002104427 2.3
"Carnivora" "Hydrictis maculicollis" 4180.53 594.08 NA 2
"Rodentia" "Hydrochoerus hydrochaeris" 48144.91 1208.39 0.07 3.49
"Rodentia" "Hydrochoerus isthmius" 21267.32 NA NA 4.99
"Sirenia" "Hydrodamalis gigas" 4e+06 7628.12 NA 1
"Rodentia" "Hydromys chrysogaster" 626.17 275.52 NA 3.51
"Rodentia" "Hydromys habbema" NA 144.47 NA NA
"Rodentia" "Hydromys hussoni" NA 151.75 NA NA
"Rodentia" "Hydromys neobritannicus" NA 292.14 NA NA
"Rodentia" "Hydromys shawmayeri" NA 131.61 NA NA
"Artiodactyla" "Hydropotes inermis" 12760.04 NA NA 3
"Carnivora" "Hydrurga leptonyx" 352675.48 3038.33 NA 0.96
"Artiodactyla" "Hyemoschus aquaticus" 10850 750 0.2 1.22
"Didelphimorphia" "Hyladelphys kalinowskii" NA NA NA NA
"Primates" "Hylobates agilis" 5829.08 544 0.19 1.02
"Primates" "Hylobates albibarbis" NA NA NA NA
"Primates" "Hylobates klossii" 5822.29 512.79 0.14 1.01
"Primates" "Hylobates lar" 5578.61 545 0.32 1.01
"Carnivora" "Herpestes vitticollis" 2380 476.76 NA 2.73
"Chiroptera" "Hesperoptenus blanfordi" 6.91 NA NA NA
"Rodentia" "Heteromys gaumeri" 63.59 115.35 NA 2.95
"Rodentia" "Heteromys nelsoni" 67.55 157.62 NA NA
"Rodentia" "Heteromys oasicus" NA NA NA NA
"Rodentia" "Heteromys oresterus" 74.8 110.04 NA 3.41
"Rodentia" "Heteromys teleus" NA NA NA NA
"Rodentia" "Lagostomus crassus" NA NA NA NA
"Chiroptera" "Lampronycteris brachyotis" 10.39 NA NA 0.98
"Rodentia" "Lariscus hosei" 180 182.5 NA 1.94
"Rodentia" "Lariscus insignis" 174.41 177.16 0.008112981 NA
"Rodentia" "Lariscus niobe" NA NA NA NA
"Rodentia" "Lariscus obscurus" 241.19 187 NA NA
"Chiroptera" "Lasionycteris noctivagans" 11.02 NA NA 1.77
"Chiroptera" "Lasiurus borealis" 12.33 NA NA 3.12
"Chiroptera" "Lasiurus castaneus" 12.51 NA NA NA
"Chiroptera" "Lasiurus cinereus" 27.06 75.35 NA 1.96
"Chiroptera" "Lasiurus degelidus" NA NA NA NA
"Chiroptera" "Lasiurus ebenus" 14 NA NA NA
"Chiroptera" "Lasiurus ega" 12.2 NA NA 2.14
"Chiroptera" "Lasiurus egregius" NA NA NA NA
"Chiroptera" "Lasiurus insularis" NA NA NA NA
"Chiroptera" "Lasiurus intermedius" 22.96 NA NA 2.97
"Chiroptera" "Lasiurus minor" NA NA NA NA
"Chiroptera" "Lasiurus pfeifferi" NA NA NA NA
"Chiroptera" "Lasiurus salinae" NA NA NA NA
"Chiroptera" "Lasiurus seminolus" 9.88 NA NA 2.68
"Chiroptera" "Lasiurus varius" NA NA NA NA
"Chiroptera" "Lasiurus xanthinus" NA NA NA NA
"Chiroptera" "Latidens salimalii" NA 106.38 NA NA
"Chiroptera" "Lavia frons" 23.8 66.99 NA 0.99
"Rodentia" "Leggadina forresti" 23.88 84.3 NA NA
"Rodentia" "Leggadina lakedownensis" 17.5 NA NA NA
"Rodentia" "Leimacomys buettneri" 54.99 NA NA NA
"Rodentia" "Lemmiscus curtatus" 28.27 102.68 NA 5.11
"Rodentia" "Margaretamys elegans" NA NA NA NA
"Rodentia" "Margaretamys parvus" NA NA NA NA
"Didelphimorphia" "Marmosa andersoni" 47.4 NA NA NA
"Didelphimorphia" "Marmosa lepida" 14 108 NA 4.99
"Didelphimorphia" "Marmosa mexicana" 49.06 133.76 NA 11.6
"Didelphimorphia" "Marmosa murina" 36.28 120.57 NA 8.4
"Didelphimorphia" "Marmosa quichua" NA NA NA NA
"Didelphimorphia" "Marmosa robinsoni" 60.57 150.12 0.00155313 9.5
"Didelphimorphia" "Marmosa rubra" 62.99 NA NA NA
"Didelphimorphia" "Marmosa tyleriana" 32.4 119.28 NA 3
"Didelphimorphia" "Marmosa xerophila" 46.2 131 NA NA
"Didelphimorphia" "Marmosops bishopi" NA 103.46 NA NA
"Didelphimorphia" "Marmosops cracens" 26.26 105 NA NA
"Didelphimorphia" "Marmosops dorothea" 37.5 152.15 NA NA
"Didelphimorphia" "Marmosops fuscatus" 45.15 130.85 NA 5.47
"Didelphimorphia" "Marmosops handleyi" 30.7 113 NA NA
"Didelphimorphia" "Marmosops impavidus" 41.71 137.5 NA NA
"Didelphimorphia" "Marmosops incanus" 59.88 131.5 NA NA
"Didelphimorphia" "Marmosops invictus" 29.19 111.27 NA NA
"Didelphimorphia" "Marmosops juninensis" NA 118.68 NA NA
"Didelphimorphia" "Marmosops neblina" NA 123.24 NA NA
"Primates" "Hylobates moloch" 5860.81 675.6 0.12 1
"Primates" "Hylobates muelleri" 5909.81 545 0.26 1.02
"Primates" "Hylobates pileatus" 5542.37 542.49 0.23 1
"Artiodactyla" "Hylochoerus meinertzhageni" 198130.47 2028.75 NA 4
"Erinaceomorpha" "Hylomys megalotis" NA NA NA NA
"Erinaceomorpha" "Hylomys parvus" NA NA NA NA
"Erinaceomorpha" "Hylomys suillus" 57.61 132.49 0.001894621 2.29
"Rodentia" "Hylomyscus aeta" 22.13 NA NA 4.18
"Rodentia" "Hylomyscus alleni" 19.94 NA NA 3
"Rodentia" "Hylomyscus baeri" NA NA NA NA
"Rodentia" "Hylomyscus carillus" NA NA NA NA
"Rodentia" "Hylomyscus denniae" 35.99 NA NA 4.61
"Rodentia" "Hylomyscus grandis" NA NA NA NA
"Rodentia" "Hylomyscus parvus" 14.49 NA NA NA
"Rodentia" "Hylomyscus stella" 18.99 NA NA 3.11
"Chiroptera" "Hylonycteris underwoodi" 7.5 59.84 NA 0.99
"Rodentia" "Hylopetes alboniger" 255.38 NA NA 2.23
"Rodentia" "Hylopetes bartelsi" NA NA NA NA
"Rodentia" "Hylopetes lepidus" 63.28 141.67 NA 2
"Rodentia" "Hylopetes nigripes" NA 219.99 NA NA
"Rodentia" "Hylopetes phayrei" 226.99 176.9 NA NA
"Rodentia" "Hylopetes platyurus" 56.98 131.27 NA NA
"Rodentia" "Hylopetes sipora" NA NA NA NA
"Rodentia" "Hylopetes spadiceus" 118.1 181.38 NA NA
"Rodentia" "Hylopetes winstoni" NA NA NA NA
"Rodentia" "Hyomys dammermani" 932.5 310.39 NA 1.07
"Rodentia" "Hyomys goliath" 866.74 339.26 NA 1
"Rodentia" "Hyosciurus heinrichi" NA NA NA NA
"Rodentia" "Hyosciurus ileile" NA NA NA NA
"Rodentia" "Hyperacrius fertilis" 22.25 NA NA 2.5
"Rodentia" "Hyperacrius wynnei" 52.6 NA NA 2.5
"Cetacea" "Hyperoodon ampullatus" 3393361.08 8778.42 NA 1
"Cetacea" "Hyperoodon planifrons" 3000000.01 6699.99 NA NA
"Rodentia" "Hypogeomys antimena" 1175.93 306.34 0.02 1.26
"Chiroptera" "Hypsignathus monstrosus" 336.97 226.48 NA 1.4
"Diprotodontia" "Hypsiprymnodon moschatus" 534.25 NA NA 2.04
"Chiroptera" "Hypsugo alaschanicus" NA NA NA NA
"Chiroptera" "Hypsugo anchietae" NA NA NA NA
"Chiroptera" "Hypsugo anthonyi" NA NA NA NA
"Chiroptera" "Hypsugo arabicus" 3.17 NA NA NA
"Chiroptera" "Hypsugo ariel" NA NA NA NA
"Chiroptera" "Hypsugo bodenheimeri" 2.73 NA NA NA
"Chiroptera" "Hypsugo cadornae" 6.69 NA NA NA
"Chiroptera" "Hypsugo crassulus" 6.09 NA NA NA
"Chiroptera" "Hypsugo eisentrauti" 6.11 NA NA NA
"Chiroptera" "Hypsugo imbricatus" 6.29 NA NA NA
"Chiroptera" "Hypsugo joffrei" NA NA NA NA
"Chiroptera" "Hypsugo kitcheneri" NA NA NA NA
"Chiroptera" "Hypsugo lophurus" NA NA NA NA
"Chiroptera" "Hypsugo macrotis" NA NA NA NA
"Chiroptera" "Hypsugo musciculus" NA NA NA NA
"Chiroptera" "Hypsugo pulveratus" 5.53 NA NA NA
"Chiroptera" "Hypsugo savii" 6.3 NA NA 2
"Chiroptera" "Hypsugo vordermanni" NA NA NA NA
"Rodentia" "Hystrix africaeaustralis" 14936.02 NA 1.31 1.51
"Rodentia" "Hystrix brachyura" 8000 528.81 NA 1.41
"Rodentia" "Hystrix crassispinis" 4584.6 542.49 NA NA
"Rodentia" "Hystrix cristata" 13406.27 NA 0.74 1.73
"Rodentia" "Hystrix indica" 14298.6 747.76 1.05 1.73
"Rodentia" "Hystrix javanica" NA NA NA NA
"Rodentia" "Hystrix pumila" 3544.26 542.49 NA NA
"Rodentia" "Hystrix sumatrae" NA NA NA NA
"Chiroptera" "Ia io" 49.3 NA NA NA
"Carnivora" "Ichneumia albicauda" 3628.4 571.69 0.5 2.35
"Rodentia" "Ichthyomys hydrobates" 66.39 NA NA NA
"Rodentia" "Ichthyomys pittieri" 69.1 NA NA NA
"Rodentia" "Ichthyomys stolzmanni" 84.7 NA NA NA
"Rodentia" "Ichthyomys tweedii" 118.5 NA NA 1.94
"Carnivora" "Ictonyx libyca" 225.18 241.77 NA 2
"Carnivora" "Ictonyx striatus" 811.02 334 NA 2.3
"Chiroptera" "Idionycteris phyllotis" 12.13 59 NA 0.99
"Rodentia" "Idiurus macrotis" 27.23 87.23 NA 0.97
"Rodentia" "Idiurus zenkeri" 100 NA NA 1
"Cetacea" "Indopacetus pacificus" 2200000 NA NA NA
"Primates" "Indri indri" 8565.48 734.99 0.12 1.01
"Cetacea" "Inia geoffrensis" 121430.76 2113.09 NA 1
"Rodentia" "Iomys horsfieldii" 155.5 184.94 NA 2.64
"Rodentia" "Iomys sipora" NA NA NA NA
"Rodentia" "Irenomys tarsalis" 43.15 114.65 NA 3.85
"Rodentia" "Isolobodon montanus" NA NA NA NA
"Rodentia" "Isolobodon portoricensis" NA NA NA NA
"Peramelemorphia" "Isoodon auratus" 425 354.99 0.12 2.6
"Peramelemorphia" "Isoodon macrourus" 1505.77 354.18 0.02 3.13
"Peramelemorphia" "Isoodon obesulus" 824.76 NA 0.01 2.33
"Rodentia" "Isothrix bistriata" 444.99 NA NA 0.97
"Rodentia" "Isothrix negrensis" NA NA NA NA
"Rodentia" "Isothrix pagurus" 210 NA NA NA
"Rodentia" "Isothrix sinnamariensis" 291.73 216.56 NA NA
"Chiroptera" "Kerivoula eriophora" NA NA NA NA
"Chiroptera" "Kerivoula flora" 6.01 NA NA 1
"Chiroptera" "Kerivoula hardwickii" 4.55 NA NA 1
"Chiroptera" "Kerivoula intermedia" NA NA NA NA
"Chiroptera" "Kerivoula lanosa" 6.66 NA NA 0.98
"Chiroptera" "Kerivoula lenis" NA NA NA NA
"Chiroptera" "Kerivoula minuta" 2.03 NA NA NA
